timestamp,yaw,pitch,roll,pressure,altitude,frameId,sensorTime
23:31:52,-0.0,0.035,0.434,97929.266,286.633,1,22:31:30
23:31:52,-0.007,0.021,0.413,97929.266,286.633,2,22:31:30
23:31:52,-0.014,-0.021,0.413,97929.266,286.633,3,22:31:30
23:31:52,-0.035,0.014,0.42,97929.25,286.635,17,22:31:30
23:31:52,-0.042,0.014,0.406,97929.25,286.635,18,22:31:30
23:31:52,-0.042,-0.014,0.399,97929.25,286.635,19,22:31:30
23:31:52,-0.035,0.007,0.42,97929.25,286.635,20,22:31:30
23:31:52,-0.042,0.014,0.42,97929.25,286.635,21,22:31:30
23:31:52,-0.049,0.0,0.42,97929.25,286.635,22,22:31:30
23:31:52,-0.049,0.0,0.413,97929.25,286.635,23,22:31:30
23:31:52,-0.049,0.007,0.406,97929.25,286.635,24,22:31:30
23:31:52,-0.049,-0.007,0.399,97929.25,286.635,25,22:31:30
23:31:52,-0.049,-0.014,0.42,97929.25,286.635,26,22:31:30
23:31:52,-0.049,0.014,0.427,97929.25,286.635,27,22:31:30
23:31:52,-0.049,0.021,0.42,97929.25,286.635,28,22:31:30
23:31:52,-0.063,0.0,0.406,97929.25,286.635,29,22:31:30
23:31:52,-0.063,-0.014,0.406,97929.25,286.635,30,22:31:30
23:31:52,-0.056,0.007,0.413,97929.25,286.635,31,22:31:30
23:31:52,-0.056,0.014,0.42,97929.25,286.635,32,22:31:30
23:31:52,-0.056,0.0,0.42,97929.25,286.635,33,22:31:30
23:31:52,-0.063,0.007,0.427,97929.25,286.635,34,22:31:30
23:31:52,-0.063,0.021,0.413,97929.25,286.635,35,22:31:30
23:31:52,-0.07,0.0,0.399,97929.25,286.635,36,22:31:30
23:31:52,-0.07,-0.014,0.406,97929.25,286.635,37,22:31:31
23:31:52,-0.063,0.007,0.42,97929.25,286.635,38,22:31:31
23:31:52,-0.063,0.021,0.42,97929.25,286.635,39,22:31:31
23:31:52,-0.07,0.0,0.413,97929.25,286.635,40,22:31:31
23:31:52,-0.077,-0.014,0.406,97929.25,286.635,41,22:31:31
23:31:52,-0.07,0.007,0.406,97929.25,286.635,42,22:31:31
23:31:53,-0.07,0.007,0.406,97929.25,286.635,43,22:31:31
23:31:53,-0.07,-0.014,0.413,97929.25,286.635,44,22:31:31
23:31:53,-0.07,-0.007,0.42,97929.25,286.635,45,22:31:31
23:31:53,-0.077,0.007,0.406,97929.25,286.635,46,22:31:31
23:31:53,-0.084,-0.014,0.399,97929.25,286.635,47,22:31:31
23:31:53,-0.084,-0.007,0.406,97929.25,286.635,48,22:31:31
23:31:53,-0.077,0.007,0.406,97929.25,286.635,49,22:31:31
23:31:53,-0.084,0.0,0.406,97929.25,286.635,50,22:31:31
23:31:53,-0.084,-0.007,0.406,97929.25,286.635,51,22:31:31
23:31:53,-0.091,0.007,0.406,97929.25,286.635,52,22:31:31
23:31:53,-0.091,0.007,0.392,97929.25,286.635,53,22:31:31
23:31:53,-0.091,-0.014,0.392,97929.25,286.635,54,22:31:31
23:31:53,-0.091,-0.014,0.406,97929.25,286.635,55,22:31:31
23:31:53,-0.084,0.007,0.406,97929.25,286.635,56,22:31:31
23:31:53,-0.091,0.007,0.399,97929.25,286.635,57,22:31:31
23:31:53,-0.098,-0.014,0.399,97929.25,286.635,58,22:31:31
23:31:53,-0.098,-0.007,0.399,97929.25,286.635,59,22:31:31
23:31:53,-0.098,0.0,0.399,97929.25,286.635,60,22:31:31
23:31:53,-0.098,-0.007,0.399,97929.25,286.635,61,22:31:31
23:31:53,-0.098,-0.014,0.406,97929.25,286.635,62,22:31:31
23:31:53,-0.098,0.0,0.406,97929.25,286.635,63,22:31:31
23:31:53,-0.105,0.007,0.399,97929.25,286.635,64,22:31:31
23:31:53,-0.105,-0.007,0.392,97929.25,286.635,65,22:31:31
23:31:53,-0.105,-0.014,0.392,97928.75,286.677,66,22:31:31
23:31:53,-0.105,0.0,0.399,97928.75,286.677,67,22:31:31
23:31:53,-0.084,0.0,0.413,97928.75,286.677,68,22:31:31
23:31:53,-0.049,0.028,0.469,97928.75,286.677,69,22:31:31
23:31:53,-0.0,0.07,0.546,97928.75,286.677,70,22:31:31
23:31:53,0.042,0.056,0.616,97928.75,286.677,71,22:31:31
23:31:53,0.098,-0.057,0.664,97928.75,286.677,72,22:31:31
23:31:53,0.162,-0.218,0.678,97928.75,286.677,73,22:31:31
23:31:53,0.211,-0.281,0.664,97928.75,286.677,74,22:31:31
23:31:53,0.231,-0.113,0.573,97928.75,286.677,75,22:31:31
23:31:53,0.196,0.048,0.469,97928.75,286.677,76,22:31:31
23:31:53,0.182,0.02,0.42,97928.75,286.677,77,22:31:31
23:31:53,0.175,-0.029,0.378,97928.75,286.677,78,22:31:31
23:31:53,0.175,-0.001,0.385,97928.75,286.677,79,22:31:31
23:31:53,0.203,0.006,0.455,97928.75,286.677,80,22:31:31
23:31:53,0.21,0.055,0.469,97928.75,286.677,81,22:31:31
23:31:53,0.189,0.027,0.469,97928.75,286.677,82,22:31:31
23:31:53,0.189,-0.043,0.455,97928.75,286.677,83,22:31:31
23:31:53,0.182,-0.008,0.441,97928.75,286.677,84,22:31:31
23:31:53,0.196,0.034,0.448,97928.75,286.677,85,22:31:31
23:31:53,0.189,0.041,0.434,97928.75,286.677,86,22:31:31
23:31:53,0.168,0.02,0.413,97928.75,286.677,87,22:31:31
23:31:53,0.168,-0.022,0.42,97928.75,286.677,88,22:31:31
23:31:53,0.175,-0.008,0.427,97928.75,286.677,89,22:31:31
23:31:53,0.189,0.013,0.455,97928.75,286.677,90,22:31:31
23:31:53,0.189,0.02,0.476,97928.75,286.677,91,22:31:31
23:31:53,0.182,0.034,0.462,97928.75,286.677,92,22:31:31
23:31:53,0.175,0.027,0.434,97928.75,286.677,93,22:31:31
23:31:53,0.168,0.013,0.413,97928.75,286.677,94,22:31:31
23:31:53,0.126,-0.098,0.371,97928.75,286.677,96,22:31:31
23:31:53,0.112,-0.147,0.336,97928.75,286.677,97,22:31:31
23:31:53,0.091,-0.196,0.308,97928.75,286.677,98,22:31:31
23:31:53,0.085,-0.224,0.294,97928.75,286.677,99,22:31:31
23:31:53,0.147,-0.042,0.392,97928.75,286.677,95,22:31:31
23:31:53,0.071,-0.231,0.273,97928.75,286.677,100,22:31:31
23:31:53,0.063,-0.245,0.252,97928.75,286.677,101,22:31:31
23:31:53,0.05,-0.266,0.245,97928.75,286.677,102,22:31:31
23:31:53,0.043,-0.315,0.266,97928.75,286.677,103,22:31:31
23:31:53,0.036,-0.343,0.28,97928.75,286.677,104,22:31:31
23:31:53,0.029,-0.385,0.294,97928.75,286.677,105,22:31:31
23:31:53,0.015,-0.42,0.294,97928.75,286.677,106,22:31:31
23:31:53,0.022,-0.434,0.28,97928.75,286.677,107,22:31:31
23:31:53,0.036,-0.413,0.287,97928.75,286.677,108,22:31:31
23:31:53,0.085,-0.245,0.343,97928.75,286.677,109,22:31:31
23:31:53,0.147,0.027,0.378,97928.75,286.677,110,22:31:31
23:31:53,0.154,0.111,0.371,97928.75,286.677,111,22:31:31
23:31:53,0.126,-0.021,0.357,97928.75,286.677,112,22:31:31
23:31:53,0.112,-0.091,0.371,97928.75,286.677,113,22:31:31
23:31:53,0.133,-0.007,0.385,97928.75,286.677,114,22:31:31
23:31:53,0.154,0.027,0.399,97928.75,286.677,115,22:31:31
23:31:53,0.147,-0.001,0.413,97928.75,286.677,116,22:31:31
23:31:53,0.14,0.006,0.42,97928.75,286.677,117,22:31:31
23:31:53,0.133,0.021,0.385,97928.727,286.679,118,22:31:31
23:31:53,0.119,-0.021,0.357,97928.727,286.679,119,22:31:31
23:31:53,0.126,-0.042,0.378,97928.727,286.679,120,22:31:31
23:31:53,0.14,0.027,0.413,97928.727,286.679,121,22:31:31
23:31:53,0.14,0.062,0.413,97928.727,286.679,122,22:31:31
23:31:53,0.126,-0.014,0.392,97928.727,286.679,123,22:31:31
23:31:53,0.119,-0.056,0.392,97928.727,286.679,124,22:31:31
23:31:53,0.133,0.007,0.406,97928.727,286.679,125,22:31:31
23:31:53,0.14,0.041,0.406,97928.727,286.679,126,22:31:31
23:31:53,0.126,0.014,0.399,97928.727,286.679,127,22:31:31
23:31:53,0.119,-0.007,0.392,97928.727,286.679,128,22:31:31
23:31:53,0.126,-0.0,0.392,97928.727,286.679,129,22:31:31
23:31:53,0.126,-0.0,0.413,97928.727,286.679,130,22:31:31
23:31:53,0.126,0.014,0.42,97928.727,286.679,131,22:31:31
23:31:53,0.119,0.014,0.406,97928.727,286.679,132,22:31:31
23:31:53,0.112,-0.014,0.392,97928.727,286.679,133,22:31:32
23:31:53,0.112,-0.021,0.392,97928.727,286.679,134,22:31:32
23:31:53,0.119,0.014,0.406,97928.727,286.679,135,22:31:32
23:31:53,0.119,0.028,0.406,97928.727,286.679,136,22:31:32
23:31:53,0.105,-0.0,0.399,97928.727,286.679,137,22:31:32
23:31:53,0.105,-0.007,0.399,97928.727,286.679,138,22:31:32
23:31:53,0.112,0.035,0.399,97928.727,286.679,139,22:31:32
23:31:53,0.126,0.063,0.399,97928.727,286.679,140,22:31:32
23:31:54,0.161,0.055,0.448,97928.727,286.679,142,22:31:32
23:31:54,0.189,0.013,0.525,97928.727,286.679,143,22:31:32
23:31:54,0.313,0.306,0.812,97928.727,286.679,151,22:31:32
23:31:54,0.133,0.097,0.413,97928.727,286.679,141,22:31:32
23:31:54,0.217,0.006,0.63,97928.727,286.679,144,22:31:32
23:31:54,0.259,0.047,0.707,97928.727,286.679,145,22:31:32
23:31:54,0.279,0.096,0.742,97928.727,286.679,146,22:31:32
23:31:54,0.3,0.124,0.784,97928.727,286.679,147,22:31:32
23:31:54,0.314,0.159,0.805,97928.727,286.679,148,22:31:32
23:31:54,0.313,0.201,0.812,97928.727,286.679,149,22:31:32
23:31:54,0.32,0.27,0.812,97928.727,286.679,150,22:31:32
23:31:54,0.32,0.284,0.826,97928.727,286.679,152,22:31:32
23:31:54,0.313,0.298,0.833,97928.727,286.679,153,22:31:32
23:31:54,0.313,0.305,0.819,97928.727,286.679,154,22:31:32
23:31:54,0.299,0.306,0.798,97928.727,286.679,155,22:31:32
23:31:54,0.306,0.32,0.805,97928.727,286.679,156,22:31:32
23:31:54,0.305,0.327,0.819,97928.727,286.679,157,22:31:32
23:31:54,0.312,0.34,0.833,97928.727,286.679,158,22:31:32
23:31:54,0.319,0.361,0.847,97928.727,286.679,159,22:31:32
23:31:54,0.333,0.382,0.861,97928.727,286.679,160,22:31:32
23:31:54,0.34,0.389,0.868,97928.727,286.679,161,22:31:32
23:31:54,0.34,0.403,0.876,97928.727,286.679,162,22:31:32
23:31:54,0.354,0.389,0.869,97928.727,286.679,163,22:31:32
23:31:54,0.383,0.214,0.798,97928.727,286.679,164,22:31:32
23:31:54,0.357,-0.072,0.699,97928.727,286.679,165,22:31:32
23:31:54,0.386,-0.247,0.664,97928.727,286.679,166,22:31:32
23:31:54,0.427,-0.122,0.706,97928.727,286.679,167,22:31:32
23:31:54,0.482,0.102,0.77,97928.727,286.679,168,22:31:32
23:31:54,0.481,0.214,0.728,97928.727,286.679,169,22:31:32
23:31:54,0.433,0.166,0.616,97928.727,286.679,170,22:31:32
23:31:54,0.391,0.089,0.525,97928.727,286.679,171,22:31:32
23:31:54,0.377,0.103,0.448,97928.727,286.679,172,22:31:32
23:31:54,0.384,0.138,0.441,97928.727,286.679,173,22:31:32
23:31:54,0.398,0.124,0.483,97928.727,286.679,174,22:31:32
23:31:54,0.405,0.117,0.553,97928.727,286.679,175,22:31:32
23:31:54,0.419,0.124,0.602,97928.727,286.679,176,22:31:32
23:31:54,0.419,0.103,0.609,97928.727,286.679,177,22:31:32
23:31:54,0.412,0.096,0.588,97928.727,286.679,178,22:31:32
23:31:54,0.405,0.124,0.567,97928.727,286.679,179,22:31:32
23:31:54,0.398,0.18,0.525,97928.727,286.679,180,22:31:32
23:31:54,0.391,0.25,0.497,97928.727,286.679,181,22:31:32
23:31:54,0.418,0.32,0.575,97928.727,286.679,182,22:31:32
23:31:54,0.446,0.396,0.624,97928.727,286.679,183,22:31:32
23:31:54,0.459,0.417,0.701,97928.727,286.679,184,22:31:32
23:31:54,0.48,0.472,0.743,97928.727,286.679,185,22:31:32
23:31:54,0.493,0.521,0.786,97928.727,286.679,186,22:31:32
23:31:54,0.507,0.549,0.8,97928.727,286.679,187,22:31:32
23:31:54,0.514,0.556,0.793,97928.727,286.679,188,22:31:32
23:31:54,0.507,0.556,0.779,97928.727,286.679,189,22:31:32
23:31:54,0.507,0.521,0.772,97928.727,286.679,190,22:31:32
23:31:54,0.507,0.493,0.779,97928.727,286.679,191,22:31:32
23:31:54,0.507,0.465,0.806,97928.727,286.679,192,22:31:32
23:31:54,0.507,0.444,0.82,97928.727,286.679,193,22:31:32
23:31:54,0.501,0.423,0.806,97928.727,286.679,194,22:31:32
23:31:54,0.494,0.395,0.778,97928.727,286.679,195,22:31:32
23:31:54,0.494,0.444,0.736,97928.727,286.679,196,22:31:32
23:31:54,0.487,0.465,0.729,97928.727,286.679,197,22:31:32
23:31:54,0.487,0.445,0.715,97928.727,286.679,198,22:31:32
23:31:54,0.473,0.424,0.701,97928.727,286.679,199,22:31:32
23:31:54,0.46,0.347,0.694,97928.727,286.679,200,22:31:32
23:31:54,0.446,0.305,0.68,97928.727,286.679,201,22:31:32
23:31:54,0.432,0.284,0.666,97928.727,286.679,202,22:31:32
23:31:54,0.418,0.27,0.644,97928.727,286.679,203,22:31:32
23:31:54,0.404,0.264,0.616,97928.727,286.679,204,22:31:32
23:31:54,0.397,0.25,0.602,97928.727,286.679,205,22:31:32
23:31:54,0.397,0.243,0.602,97928.727,286.679,206,22:31:32
23:31:54,0.397,0.243,0.616,97928.727,286.679,207,22:31:32
23:31:54,0.404,0.264,0.637,97928.727,286.679,208,22:31:32
23:31:54,0.397,0.264,0.637,97928.727,286.679,209,22:31:32
23:31:54,0.39,0.243,0.623,97928.727,286.679,210,22:31:32
23:31:54,0.377,0.208,0.602,97928.727,286.679,211,22:31:32
23:31:54,0.356,0.173,0.574,97928.727,286.679,212,22:31:32
23:31:54,0.342,0.152,0.553,97928.727,286.679,213,22:31:32
23:31:54,0.335,0.138,0.546,97928.727,286.679,214,22:31:32
23:31:54,0.328,0.131,0.539,97928.727,286.679,215,22:31:32
23:31:54,0.321,0.117,0.539,97928.727,286.679,216,22:31:32
23:31:54,0.307,0.104,0.525,97928.727,286.679,217,22:31:32
23:31:54,0.3,0.083,0.511,97928.727,286.679,218,22:31:32
23:31:54,0.293,0.069,0.49,97928.727,286.679,219,22:31:32
23:31:54,0.28,0.062,0.448,97928.727,286.679,220,22:31:32
23:31:54,0.259,0.048,0.399,97928.727,286.679,221,22:31:32
23:31:54,0.238,0.041,0.322,97928.727,286.679,222,22:31:32
23:31:54,0.231,0.02,0.266,97928.727,286.679,223,22:31:32
23:31:54,0.238,0.006,0.252,97929.062,286.65,224,22:31:32
23:31:54,0.238,0.013,0.287,97929.062,286.65,225,22:31:32
23:31:54,0.238,0.034,0.28,97929.062,286.65,226,22:31:32
23:31:54,0.224,0.034,0.252,97929.062,286.65,227,22:31:32
23:31:54,0.217,0.014,0.224,97929.062,286.65,228,22:31:32
23:31:54,0.21,-0.014,0.196,97929.062,286.65,229,22:31:33
23:31:54,0.182,-0.035,0.182,97929.062,286.65,230,22:31:33
23:31:54,-0.042,-0.049,0.21,97929.062,286.65,231,22:31:33
23:31:54,-0.189,-0.042,0.259,97929.062,286.65,232,22:31:33
23:31:54,-0.308,-0.076,0.301,97929.062,286.65,233,22:31:33
23:31:54,-0.363,-0.153,0.308,97929.062,286.65,234,22:31:33
23:31:54,-0.377,-0.244,0.295,97929.062,286.65,235,22:31:33
23:31:54,-0.398,-0.321,0.267,97929.062,286.65,236,22:31:33
23:31:54,-0.433,-0.363,0.253,97929.062,286.65,237,22:31:33
23:31:55,-0.468,-0.391,0.26,97929.062,286.65,238,22:31:33
23:31:55,-0.496,-0.411,0.289,97929.062,286.65,239,22:31:33
23:31:55,-0.495,-0.432,0.317,97929.062,286.65,240,22:31:33
23:31:55,-0.495,-0.453,0.338,97929.062,286.65,241,22:31:33
23:31:55,-0.502,-0.481,0.345,97929.062,286.65,242,22:31:33
23:31:55,-0.523,-0.516,0.345,97929.062,286.65,243,22:31:33
23:31:55,-0.53,-0.6,0.353,97929.062,286.65,244,22:31:33
23:31:55,-0.543,-0.684,0.367,97929.062,286.65,245,22:31:33
23:31:55,-0.585,-0.711,0.388,97929.062,286.65,246,22:31:33
23:31:55,-0.676,-0.697,0.424,97929.062,286.65,247,22:31:33
23:31:55,-0.983,-0.576,0.586,97929.062,286.65,248,22:31:33
23:31:55,-1.04,-0.519,0.599,97929.062,286.65,249,22:31:33
23:31:55,-1.033,-0.549,0.404,97929.062,286.65,250,22:31:33
23:31:55,-1.056,-0.608,0.062,97929.062,286.65,251,22:31:33
23:31:55,-1.128,-0.653,-0.217,97929.062,286.65,252,22:31:33
23:31:55,-1.178,-0.704,-0.412,97929.062,286.65,253,22:31:33
23:31:55,-1.207,-0.775,-0.503,97929.062,286.65,254,22:31:33
23:31:55,-1.221,-0.845,-0.516,97929.062,286.65,255,22:31:33
23:31:55,-1.214,-0.9,-0.48,97929.062,286.65,256,22:31:33
23:31:55,-1.221,-0.949,-0.431,97929.062,286.65,257,22:31:33
23:31:55,-1.249,-0.991,-0.458,97929.062,286.65,258,22:31:33
23:31:55,-1.313,-1.021,-0.576,97929.062,286.65,259,22:31:33
23:31:55,-1.378,-1.065,-0.729,97929.062,286.65,260,22:31:33
23:31:55,-1.431,-1.327,-0.935,97929.062,286.65,261,22:31:33
23:31:55,-1.433,-1.481,-0.989,97929.062,286.65,262,22:31:33
23:31:55,-1.421,-1.628,-1.03,97929.062,286.65,263,22:31:33
23:31:55,-1.409,-1.741,-1.077,97929.062,286.65,264,22:31:33
23:31:55,-1.41,-1.797,-1.119,97929.062,286.65,265,22:31:33
23:31:55,-1.418,-1.84,-1.146,97929.062,286.65,266,22:31:33
23:31:55,-1.412,-1.882,-1.153,97929.062,286.65,267,22:31:33
23:31:55,-1.405,-1.916,-1.145,97929.062,286.65,268,22:31:33
23:31:55,-1.412,-1.937,-1.138,97929.062,286.65,269,22:31:33
23:31:55,-1.433,-1.945,-1.152,97929.062,286.65,270,22:31:33
23:31:55,-1.469,-1.96,-1.2,97929.062,286.65,271,22:31:33
23:31:55,-1.512,-1.954,-1.262,97929.062,286.65,272,22:31:33
23:31:55,-1.576,-1.921,-1.332,97929.062,286.65,273,22:31:33
23:31:55,-1.653,-1.838,-1.38,97929.062,286.65,274,22:31:33
23:31:55,-1.688,-1.77,-1.444,97929.062,286.65,275,22:31:33
23:31:55,-1.294,-2.045,-1.524,97928.727,286.679,276,22:31:33
23:31:55,-1.003,-2.244,-1.507,97928.727,286.679,277,22:31:33
23:31:55,-0.731,-2.387,-1.49,97928.727,286.679,278,22:31:33
23:31:55,-0.501,-2.496,-1.453,97928.727,286.679,279,22:31:33
23:31:55,-0.325,-2.564,-1.379,97928.727,286.679,280,22:31:33
23:31:55,-0.225,-2.604,-1.27,97928.727,286.679,281,22:31:33
23:31:55,-0.186,-2.555,-1.123,97928.727,286.679,282,22:31:33
23:31:55,-0.167,-2.477,-0.935,97928.727,286.679,283,22:31:33
23:31:55,-0.149,-2.505,-0.732,97928.727,286.679,284,22:31:33
23:31:55,-0.145,-2.568,-0.515,97928.727,286.679,285,22:31:33
23:31:55,-0.14,-2.623,-0.312,97928.727,286.679,286,22:31:33
23:31:55,-0.136,-2.63,-0.123,97928.727,286.679,287,22:31:33
23:31:55,-0.125,-2.595,0.038,97928.727,286.679,288,22:31:33
23:31:55,-0.107,-2.511,0.219,97928.727,286.679,289,22:31:33
23:31:55,-0.093,-2.539,0.247,97928.727,286.679,290,22:31:33
23:31:55,-0.078,-2.623,0.254,97928.727,286.679,291,22:31:33
23:31:55,-0.057,-2.749,0.261,97928.727,286.679,292,22:31:33
23:31:55,-0.014,-2.903,0.274,97928.727,286.679,293,22:31:33
23:31:55,0.043,-3.036,0.293,97928.727,286.679,294,22:31:33
23:31:55,0.099,-3.127,0.306,97928.727,286.679,295,22:31:33
23:31:55,0.149,-3.176,0.325,97928.727,286.679,296,22:31:33
23:31:55,0.177,-3.169,0.331,97928.727,286.679,297,22:31:33
23:31:55,0.219,-3.155,0.33,97928.727,286.679,298,22:31:33
23:31:55,0.254,-3.183,0.301,97928.727,286.679,299,22:31:33
23:31:55,0.273,-3.239,0.252,97928.727,286.679,300,22:31:33
23:31:55,0.287,-3.295,0.216,97928.727,286.679,301,22:31:33
23:31:55,0.299,-3.379,0.166,97928.727,286.679,302,22:31:33
23:31:55,0.304,-3.477,0.096,97928.727,286.679,303,22:31:33
23:31:55,0.31,-3.575,0.039,97928.727,286.679,304,22:31:33
23:31:55,0.322,-3.652,-0.017,97928.727,286.679,305,22:31:33
23:31:55,0.335,-3.721,-0.053,97928.727,286.679,306,22:31:33
23:31:55,0.327,-3.763,-0.074,97928.727,286.679,307,22:31:33
23:31:55,0.299,-3.742,-0.073,97928.727,286.679,308,22:31:33
23:31:55,0.244,-3.673,-0.057,97928.727,286.679,309,22:31:33
23:31:55,0.105,-3.442,-0.003,97928.727,286.679,310,22:31:33
23:31:55,0.043,-3.309,0.034,97928.727,286.679,311,22:31:33
23:31:55,-0.013,-3.183,0.042,97928.727,286.679,312,22:31:33
